@relation 'after changing values-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B0.0-S1-Z4.0'

@attribute Product_Category {'Traditional Wear',Outerwear,Athleisure,Bottoms,Tops}
@attribute Brand {'Forever 21',Wrangler,Uniqlo,Reebok,Gucci,'Louis Vuitton','Calvin Klein',Zara,Diesel,Versace,Levi’s,Balenciaga,Puma,'Under Armour',Adidas,'Ralph Lauren',GAP,Nike,'Tommy Hilfiger',H&M}
@attribute Product_Name {Tops,Hoodie,Trousers,Skirt,T-Shirt,Leggings,Shorts,'Polo Shirt',Palazzo,Dress,Jeans,Saree,'Casual Shirt',Sweatshirt,'Formal Shirt',Jacket,Jumpsuit,Kurta,'Track Pants',Blazer}
@attribute Gender {Women,Men}
@attribute Size {S,M,XXL,XL,L}
@attribute Color {White,Purple,Orange,Pink,Green,Blue,Black,Red,Yellow}
@attribute Season {Winter,All-Season,Summer}
@attribute Payment_Method {Card,UPI,Cash,'Net Banking'}
@attribute Customer_Type {New,Returning}
@attribute Selling_Price {Medium,Low,High}
@attribute Cost_Price {Medium,Low,High}
@attribute Discount_Percentage {Moderate,Large,Small}
@attribute Quantity_Sold {Medium,Low,'Very Low',High}
@attribute Total_Sales {Medium,High,'Very High',Low}
@attribute Stock_Availability {Medium,High,Low}
@attribute Customer_Age {Elder,Senior,Adult,Teen}
@attribute Purchase_Frequency {Moderate,Frequent,Infrequent}
@attribute Store_Rating {Poor,Average,Excellent}
@attribute Return_Rate {High,Low,Medium}
@attribute Markup {Medium,Low,High}
@attribute Sales_Category {'High Sales','Low Sales','Medium Sales'}

@data
Athleisure,H&M,'Casual Shirt',Men,L,Pink,Summer,'Net Banking',New,High,Medium,Moderate,Low,Medium,High,Teen,Moderate,Excellent,High,Medium,'Medium Sales'
Bottoms,H&M,Dress,Women,S,Green,Summer,UPI,New,Low,Medium,Moderate,High,Medium,Medium,Adult,Infrequent,Poor,Medium,Low,'Medium Sales'
'Traditional Wear',Zara,Jeans,Men,XXL,Orange,Winter,'Net Banking',Returning,Low,Medium,Large,'Very Low',Medium,Low,Adult,Moderate,Poor,Medium,Medium,'Medium Sales'
'Traditional Wear',Versace,Tops,Men,S,Blue,Summer,UPI,New,Medium,Medium,Large,Medium,High,High,Teen,Infrequent,Average,Medium,Medium,'Medium Sales'
Bottoms,Balenciaga,Trousers,Women,L,Orange,Summer,Cash,New,Medium,High,Moderate,'Very Low',Medium,Medium,Teen,Infrequent,Poor,Medium,Medium,'Medium Sales'
'Traditional Wear',Wrangler,Trousers,Men,XL,Yellow,Winter,UPI,Returning,High,Medium,Moderate,'Very Low','Very High',Medium,Elder,Moderate,Average,Low,Medium,'Medium Sales'
Athleisure,Diesel,'Casual Shirt',Women,XXL,Orange,All-Season,Cash,New,High,High,Large,'Very Low',Medium,Low,Elder,Moderate,Excellent,Medium,Medium,'Medium Sales'
Athleisure,Nike,Skirt,Men,M,Orange,Summer,Card,New,Medium,Medium,Large,High,High,High,Senior,Moderate,Poor,Medium,Low,'Medium Sales'
Tops,Reebok,Sweatshirt,Women,XXL,Red,Summer,UPI,Returning,Medium,Medium,Moderate,Medium,High,High,Adult,Moderate,Excellent,Low,Medium,'Medium Sales'
'Traditional Wear','Ralph Lauren',Blazer,Women,XL,Blue,Winter,Card,New,Medium,Medium,Large,High,Medium,High,Adult,Moderate,Excellent,Medium,Medium,'Medium Sales'
Bottoms,Adidas,Shorts,Men,M,White,Winter,Cash,Returning,Medium,Medium,Moderate,Low,Medium,High,Elder,Moderate,Average,Medium,Medium,'Medium Sales'
'Traditional Wear',Diesel,Sweatshirt,Men,S,Orange,All-Season,Cash,Returning,Medium,Medium,Small,High,High,Medium,Teen,Moderate,Poor,High,Medium,'Medium Sales'
Outerwear,Gucci,Jacket,Men,XXL,Blue,All-Season,Card,Returning,Medium,Medium,Moderate,Low,Medium,Medium,Teen,Moderate,Excellent,Low,Medium,'Medium Sales'
Outerwear,Adidas,Sweatshirt,Men,XXL,Orange,All-Season,'Net Banking',New,High,Medium,Moderate,'Very Low',High,High,Teen,Moderate,Average,Low,Medium,'Medium Sales'
Outerwear,'Under Armour',Jeans,Women,M,Yellow,Winter,'Net Banking',New,Medium,High,Large,High,Medium,Low,Senior,Infrequent,Average,High,Low,'Medium Sales'
Outerwear,'Ralph Lauren',Kurta,Women,XL,Red,Winter,Cash,New,Medium,Medium,Small,Medium,High,Medium,Senior,Moderate,Average,Medium,Medium,'Medium Sales'
'Traditional Wear','Calvin Klein',Jacket,Men,XXL,Blue,All-Season,UPI,New,Medium,Medium,Large,'Very Low',Medium,High,Teen,Infrequent,Excellent,High,Medium,'Medium Sales'
Athleisure,Gucci,'Formal Shirt',Women,XL,Red,Winter,UPI,Returning,Medium,Medium,Moderate,'Very Low',High,High,Teen,Moderate,Excellent,Medium,Medium,'Medium Sales'
Athleisure,Balenciaga,'Polo Shirt',Men,XXL,Green,All-Season,Cash,Returning,Medium,Medium,Small,Low,Medium,Medium,Elder,Moderate,Poor,Low,Medium,'Medium Sales'
Outerwear,'Louis Vuitton',Dress,Women,S,Red,Summer,'Net Banking',Returning,Medium,Medium,Large,'Very Low',Medium,Low,Senior,Moderate,Excellent,Low,Medium,'Medium Sales'
'Traditional Wear','Calvin Klein',T-Shirt,Men,S,White,Summer,'Net Banking',Returning,Medium,Medium,Small,Low,High,High,Senior,Moderate,Average,Low,Medium,'Medium Sales'
Tops,'Tommy Hilfiger',Blazer,Men,L,Orange,All-Season,'Net Banking',Returning,Medium,Medium,Large,High,Medium,Medium,Elder,Moderate,Average,High,Medium,'Medium Sales'
'Traditional Wear',Gucci,Sweatshirt,Men,L,Black,Summer,Card,Returning,Medium,Medium,Moderate,High,High,High,Adult,Moderate,Excellent,High,Medium,'Medium Sales'
Tops,Puma,Jumpsuit,Men,S,White,Summer,Card,New,Medium,Medium,Small,High,High,Medium,Senior,Moderate,Excellent,Low,Medium,'Medium Sales'
Tops,Uniqlo,Dress,Women,L,Purple,All-Season,'Net Banking',New,Medium,High,Small,High,Medium,High,Senior,Moderate,Poor,Medium,Medium,'Medium Sales'
'Traditional Wear',Versace,Hoodie,Men,S,Pink,All-Season,UPI,Returning,Medium,Low,Moderate,High,High,High,Elder,Moderate,Average,High,Medium,'Medium Sales'
Athleisure,Nike,'Formal Shirt',Women,XL,Yellow,Winter,'Net Banking',New,Low,Medium,Large,Low,Medium,Low,Teen,Moderate,Poor,Low,Medium,'Medium Sales'
Tops,'Louis Vuitton',Tops,Women,S,Red,All-Season,'Net Banking',Returning,Medium,Medium,Small,High,High,Medium,Elder,Moderate,Poor,Medium,Medium,'Medium Sales'
Outerwear,Nike,Leggings,Women,XL,Black,All-Season,Card,Returning,High,Medium,Moderate,'Very Low',High,Low,Adult,Infrequent,Excellent,Low,High,'Medium Sales'
Outerwear,Diesel,Jeans,Men,M,Pink,Summer,Card,New,Medium,Low,Small,Medium,High,Low,Elder,Moderate,Poor,Low,Medium,'Medium Sales'
'Traditional Wear',Adidas,'Polo Shirt',Women,L,Pink,All-Season,UPI,Returning,Medium,Low,Moderate,'Very Low',Medium,Medium,Elder,Moderate,Average,High,Medium,'Medium Sales'
Tops,'Forever 21',Palazzo,Men,S,Blue,Summer,Card,Returning,Medium,Medium,Moderate,High,Medium,Medium,Senior,Moderate,Average,Low,Medium,'Medium Sales'
'Traditional Wear',Reebok,Tops,Men,XXL,Purple,Winter,'Net Banking',New,Medium,Medium,Small,'Very Low',Medium,Low,Senior,Moderate,Excellent,Medium,Medium,'Medium Sales'
'Traditional Wear',Zara,'Track Pants',Men,XXL,Green,All-Season,Card,Returning,Medium,Medium,Large,Low,High,High,Adult,Moderate,Average,Medium,Medium,'Medium Sales'
Outerwear,Levi’s,Kurta,Men,M,Blue,All-Season,Card,New,Medium,Medium,Large,'Very Low',High,Medium,Senior,Moderate,Average,Medium,Medium,'Medium Sales'
Tops,'Forever 21',Trousers,Women,M,White,Winter,UPI,Returning,Medium,Medium,Moderate,High,High,Medium,Teen,Moderate,Excellent,High,Medium,'Medium Sales'
Athleisure,Wrangler,Leggings,Men,M,Blue,Summer,Cash,New,High,Medium,Large,Low,High,Low,Adult,Moderate,Poor,Low,Medium,'Medium Sales'
Outerwear,Uniqlo,Leggings,Men,S,Orange,Summer,Card,Returning,Medium,Medium,Large,Medium,High,High,Elder,Moderate,Average,High,Medium,'Medium Sales'
Athleisure,Puma,Palazzo,Men,XXL,Yellow,All-Season,Cash,New,Medium,Medium,Moderate,'Very Low',High,Low,Senior,Moderate,Poor,Low,Low,'Medium Sales'
Bottoms,Adidas,Sweatshirt,Men,XL,Green,Winter,Card,Returning,Low,Medium,Large,Low,High,Low,Senior,Moderate,Excellent,Medium,Low,'Medium Sales'
Athleisure,H&M,Jumpsuit,Women,L,Purple,All-Season,Cash,Returning,Medium,Medium,Small,Low,Medium,Medium,Elder,Moderate,Poor,Medium,Medium,'Medium Sales'
Athleisure,'Under Armour',Blazer,Women,M,Red,All-Season,Cash,Returning,Medium,Medium,Large,High,High,Low,Senior,Moderate,Poor,High,Low,'Medium Sales'
'Traditional Wear','Forever 21',Dress,Women,M,White,Summer,UPI,New,Medium,Medium,Large,High,Low,Low,Senior,Moderate,Poor,Medium,Medium,'Medium Sales'
'Traditional Wear',Diesel,Shorts,Men,XXL,White,All-Season,UPI,New,Medium,Medium,Moderate,High,High,Low,Teen,Moderate,Average,Medium,Medium,'Medium Sales'
Bottoms,'Calvin Klein',Jacket,Women,L,Orange,All-Season,UPI,Returning,Medium,Medium,Small,High,High,High,Teen,Moderate,Excellent,High,Medium,'Medium Sales'
'Traditional Wear',Puma,Leggings,Women,XXL,Pink,Summer,Card,Returning,Medium,Medium,Moderate,Medium,Medium,Low,Adult,Moderate,Excellent,High,Medium,'Medium Sales'
Athleisure,Levi’s,Blazer,Men,S,Black,Winter,'Net Banking',New,Low,Medium,Large,High,High,Low,Adult,Moderate,Average,High,Low,'Medium Sales'
Tops,Levi’s,T-Shirt,Men,S,Pink,Summer,'Net Banking',Returning,Medium,Medium,Small,Medium,Medium,Medium,Elder,Moderate,Excellent,Medium,Medium,'Medium Sales'
'Traditional Wear','Calvin Klein',Hoodie,Men,L,Pink,Summer,Cash,Returning,Medium,High,Large,Medium,Medium,Medium,Senior,Moderate,Poor,Medium,Medium,'Medium Sales'
Athleisure,Levi’s,'Casual Shirt',Women,M,Red,Summer,Card,New,Medium,Medium,Small,Medium,High,High,Senior,Moderate,Poor,Low,Medium,'Medium Sales'
Athleisure,'Under Armour',Sweatshirt,Women,XXL,Green,Winter,Card,New,Medium,Medium,Moderate,Medium,High,High,Elder,Moderate,Excellent,Low,Medium,'Medium Sales'
Tops,Puma,'Track Pants',Women,M,Orange,Summer,Cash,Returning,Medium,Medium,Large,Medium,High,Low,Elder,Moderate,Excellent,Medium,Medium,'Medium Sales'
Athleisure,Nike,Leggings,Women,S,Red,Summer,UPI,Returning,Medium,Medium,Moderate,'Very Low',Medium,Low,Elder,Infrequent,Excellent,Medium,Medium,'Medium Sales'
Outerwear,GAP,Leggings,Men,XXL,Orange,All-Season,UPI,Returning,Medium,Medium,Moderate,Low,High,Medium,Senior,Moderate,Average,Low,Medium,'Medium Sales'
Tops,Diesel,Palazzo,Women,S,Green,Winter,'Net Banking',New,Medium,Medium,Large,'Very Low',High,Medium,Teen,Moderate,Average,Medium,Medium,'Medium Sales'
'Traditional Wear',Reebok,T-Shirt,Men,S,Blue,All-Season,Cash,New,Medium,High,Moderate,Medium,Medium,High,Elder,Moderate,Poor,High,Low,'Medium Sales'
Outerwear,Puma,T-Shirt,Men,XXL,Red,Summer,'Net Banking',Returning,Medium,Medium,Moderate,Medium,High,Low,Senior,Moderate,Poor,High,Medium,'Medium Sales'
Tops,'Louis Vuitton',Saree,Men,XXL,Pink,Winter,'Net Banking',Returning,High,Medium,Large,Low,High,Medium,Teen,Moderate,Poor,Low,Medium,'Medium Sales'
'Traditional Wear',Puma,Tops,Men,XL,Yellow,All-Season,'Net Banking',New,Medium,Medium,Small,Medium,High,Medium,Senior,Moderate,Excellent,Low,Medium,'Medium Sales'
Outerwear,Versace,'Track Pants',Men,XXL,Red,Winter,UPI,Returning,Medium,Medium,Small,Low,Medium,Low,Adult,Moderate,Poor,Medium,Medium,'Medium Sales'
'Traditional Wear','Louis Vuitton','Casual Shirt',Men,L,Black,Winter,Card,Returning,Medium,Medium,Small,Low,Medium,High,Adult,Moderate,Poor,Low,Medium,'Medium Sales'
Athleisure,'Forever 21',Skirt,Women,XXL,Purple,Winter,'Net Banking',Returning,High,Medium,Large,High,High,High,Elder,Moderate,Average,Low,High,'Medium Sales'
Outerwear,'Forever 21',Blazer,Women,M,White,Summer,'Net Banking',New,Medium,High,Large,Low,Medium,Low,Teen,Moderate,Average,High,Low,'Medium Sales'
Outerwear,GAP,Jumpsuit,Men,M,Green,All-Season,Card,New,Low,Medium,Moderate,Low,High,Low,Elder,Moderate,Poor,Medium,Medium,'Medium Sales'
'Traditional Wear',Reebok,T-Shirt,Women,XXL,Yellow,Summer,Card,New,Medium,Medium,Small,'Very Low',High,Medium,Teen,Moderate,Average,Medium,Medium,'Medium Sales'
Athleisure,GAP,Blazer,Men,XXL,Yellow,All-Season,'Net Banking',Returning,Medium,Medium,Large,'Very Low',Medium,Medium,Elder,Moderate,Excellent,Medium,Medium,'Medium Sales'
'Traditional Wear',Uniqlo,Hoodie,Women,XL,Red,Winter,Cash,New,Medium,Medium,Small,Low,High,Low,Teen,Moderate,Average,High,Medium,'Medium Sales'
Athleisure,'Under Armour',Palazzo,Women,XXL,Orange,All-Season,UPI,New,Medium,High,Small,High,Medium,High,Senior,Moderate,Excellent,Medium,Low,'Medium Sales'
Athleisure,Gucci,Jeans,Men,M,Red,Winter,Card,New,Medium,Medium,Small,Low,High,Low,Elder,Moderate,Excellent,Medium,Medium,'Medium Sales'
'Traditional Wear',Puma,Saree,Men,XXL,Pink,All-Season,Cash,Returning,Medium,Medium,Large,Medium,Medium,Low,Elder,Moderate,Poor,Low,Medium,'Medium Sales'
'Traditional Wear',Adidas,Skirt,Men,L,Black,All-Season,'Net Banking',Returning,Medium,Low,Large,'Very Low',High,Low,Senior,Moderate,Average,Medium,High,'Medium Sales'
'Traditional Wear',Wrangler,Shorts,Women,M,Blue,Summer,Card,New,Medium,Medium,Small,'Very Low',High,High,Teen,Moderate,Average,High,Medium,'Medium Sales'
Outerwear,'Forever 21',Saree,Women,XXL,Red,Summer,Card,New,Medium,Medium,Moderate,Medium,High,Medium,Teen,Frequent,Excellent,High,Medium,'Medium Sales'
Outerwear,'Calvin Klein','Casual Shirt',Women,M,White,Winter,UPI,Returning,Medium,Medium,Small,Medium,High,High,Teen,Infrequent,Average,Medium,Medium,'Medium Sales'
Outerwear,Balenciaga,Saree,Men,XXL,Black,Winter,Cash,Returning,Medium,Medium,Moderate,Low,High,Medium,Elder,Moderate,Average,Medium,Medium,'Medium Sales'
Tops,Zara,T-Shirt,Women,XL,Orange,Winter,Card,New,Medium,Medium,Large,Low,Medium,Medium,Senior,Moderate,Average,Medium,Medium,'Medium Sales'
'Traditional Wear',Gucci,Trousers,Men,S,Orange,Summer,Cash,New,High,Medium,Large,Medium,Medium,High,Senior,Moderate,Poor,High,Medium,'Medium Sales'
Athleisure,Puma,T-Shirt,Men,L,Black,Winter,'Net Banking',New,Medium,High,Large,High,Medium,Low,Senior,Moderate,Excellent,High,Low,'Medium Sales'
Outerwear,H&M,Palazzo,Women,L,White,All-Season,'Net Banking',New,Medium,Medium,Small,'Very Low',Low,Medium,Adult,Moderate,Excellent,Low,Medium,'Medium Sales'
'Traditional Wear',Adidas,Leggings,Men,M,Purple,Summer,Card,Returning,Medium,Low,Moderate,'Very Low',High,Low,Adult,Infrequent,Average,Medium,Medium,'Medium Sales'
Bottoms,Uniqlo,'Track Pants',Women,XL,Orange,Winter,Cash,New,Medium,Medium,Large,'Very Low',Low,High,Senior,Moderate,Average,Medium,Medium,'Medium Sales'
'Traditional Wear',Reebok,T-Shirt,Men,XL,Green,All-Season,'Net Banking',Returning,Medium,High,Large,Medium,High,Low,Elder,Moderate,Excellent,Medium,Low,'Medium Sales'
Bottoms,Balenciaga,Dress,Women,L,Blue,Summer,Cash,New,Medium,Medium,Small,High,Medium,Low,Senior,Moderate,Excellent,High,Medium,'Medium Sales'
'Traditional Wear',H&M,T-Shirt,Women,XL,Blue,Winter,Cash,New,Medium,Medium,Moderate,'Very Low',Medium,Medium,Adult,Moderate,Average,High,Medium,'Medium Sales'
Tops,Levi’s,'Track Pants',Women,M,Green,Summer,Cash,Returning,Medium,Medium,Large,Medium,High,Medium,Adult,Frequent,Excellent,High,Medium,'Medium Sales'
Bottoms,Uniqlo,'Track Pants',Men,M,Purple,Winter,UPI,Returning,Medium,Medium,Moderate,Low,Medium,High,Teen,Moderate,Average,High,Medium,'Medium Sales'
Athleisure,GAP,Saree,Women,XL,Blue,Summer,Cash,Returning,Medium,Medium,Small,Low,Medium,Medium,Senior,Moderate,Excellent,Low,Medium,'Medium Sales'
Tops,Balenciaga,'Track Pants',Women,XXL,Green,Winter,'Net Banking',New,Medium,Medium,Large,'Very Low',High,Low,Elder,Moderate,Excellent,Low,Medium,'Medium Sales'
Bottoms,Diesel,Jacket,Men,XXL,White,Summer,Cash,New,Medium,Low,Moderate,High,Medium,Medium,Elder,Moderate,Average,Medium,Medium,'Medium Sales'
Bottoms,Versace,Trousers,Men,L,Blue,All-Season,UPI,New,Medium,Medium,Large,High,High,Low,Elder,Moderate,Average,Low,Medium,'Medium Sales'
Bottoms,'Under Armour',Skirt,Women,XXL,Blue,Winter,UPI,New,Low,High,Moderate,'Very Low',High,High,Elder,Moderate,Poor,Low,Low,'Medium Sales'
Tops,Versace,Trousers,Men,M,Red,Summer,UPI,New,Medium,Medium,Large,Low,Medium,High,Adult,Moderate,Average,Medium,Medium,'Medium Sales'
Outerwear,Reebok,Leggings,Women,L,Black,Winter,Card,New,Medium,Medium,Moderate,High,Medium,High,Senior,Infrequent,Excellent,High,Medium,'Medium Sales'
Bottoms,Reebok,'Casual Shirt',Men,M,Pink,All-Season,Cash,New,Medium,Low,Large,Low,Medium,High,Teen,Moderate,Average,Medium,Medium,'Medium Sales'
Outerwear,Nike,Palazzo,Women,L,Purple,Summer,'Net Banking',Returning,Medium,Medium,Small,'Very Low',Medium,Medium,Senior,Moderate,Excellent,High,Medium,'Medium Sales'
'Traditional Wear','Louis Vuitton',Skirt,Women,S,Yellow,Winter,Cash,Returning,Medium,Medium,Moderate,Medium,Medium,Low,Senior,Moderate,Poor,Medium,Low,'Medium Sales'
Tops,GAP,Tops,Women,S,White,All-Season,UPI,Returning,Medium,Medium,Small,Medium,High,High,Elder,Moderate,Poor,High,Medium,'Medium Sales'
Outerwear,Nike,Trousers,Women,XL,Pink,Winter,Card,New,Medium,Medium,Large,High,High,Medium,Adult,Moderate,Poor,Medium,Medium,'Medium Sales'
Bottoms,GAP,Saree,Women,M,Red,Summer,Cash,Returning,Medium,Low,Moderate,Low,Medium,Low,Adult,Moderate,Excellent,Medium,High,'Medium Sales'
Tops,Versace,Blazer,Women,XXL,Black,Winter,Card,New,Medium,Medium,Large,Medium,Medium,High,Elder,Moderate,Average,High,Medium,'Medium Sales'
Tops,Nike,Jumpsuit,Men,M,Yellow,All-Season,'Net Banking',Returning,Medium,Medium,Large,'Very Low',Medium,Low,Adult,Moderate,Excellent,Medium,Medium,'Medium Sales'
Bottoms,H&M,Kurta,Women,M,Red,Summer,'Net Banking',Returning,Medium,Medium,Large,Low,Medium,Low,Adult,Moderate,Average,High,Medium,'Medium Sales'
Athleisure,'Under Armour',Jumpsuit,Men,S,Orange,Winter,UPI,Returning,Medium,Medium,Moderate,'Very Low',High,Low,Senior,Moderate,Excellent,Low,Medium,'Medium Sales'
Bottoms,H&M,Jumpsuit,Men,M,Yellow,Summer,Card,Returning,Medium,Medium,Small,'Very Low',High,Medium,Adult,Moderate,Poor,High,Medium,'Medium Sales'
'Traditional Wear',Balenciaga,'Formal Shirt',Men,M,White,All-Season,Cash,Returning,Medium,Medium,Small,'Very Low',High,Low,Senior,Moderate,Excellent,Medium,Medium,'Medium Sales'
Athleisure,H&M,Dress,Women,L,Blue,Winter,Card,Returning,High,Medium,Moderate,Medium,High,Medium,Teen,Infrequent,Average,Low,Medium,'Medium Sales'
'Traditional Wear',Balenciaga,Jacket,Men,XL,Green,Summer,Card,New,Medium,Medium,Large,'Very Low',Medium,Medium,Elder,Moderate,Excellent,Low,Medium,'Medium Sales'
Bottoms,'Tommy Hilfiger','Polo Shirt',Women,S,Orange,All-Season,Cash,Returning,Medium,Medium,Small,'Very Low',Medium,High,Teen,Infrequent,Average,Medium,Medium,'Medium Sales'
'Traditional Wear',Adidas,Trousers,Men,L,Red,Winter,Card,Returning,Medium,Medium,Small,'Very Low',High,Medium,Senior,Infrequent,Poor,Medium,Medium,'Medium Sales'
Bottoms,Versace,'Casual Shirt',Men,XL,Purple,Winter,Cash,Returning,Low,Medium,Large,'Very Low',High,High,Elder,Moderate,Poor,High,Medium,'Medium Sales'
Tops,H&M,Trousers,Women,S,Yellow,Winter,UPI,Returning,Medium,Medium,Large,Medium,Medium,Medium,Senior,Moderate,Average,Medium,Medium,'Medium Sales'
Bottoms,'Forever 21',Kurta,Women,M,White,All-Season,Card,New,Low,Medium,Large,Medium,High,High,Teen,Moderate,Poor,High,Low,'Medium Sales'
Tops,H&M,Palazzo,Women,XL,Black,Summer,Card,Returning,High,Medium,Small,Medium,Medium,Low,Adult,Moderate,Excellent,Medium,Medium,'Medium Sales'
Tops,GAP,Dress,Men,L,Purple,All-Season,Cash,Returning,Medium,Medium,Small,'Very Low',High,Low,Senior,Moderate,Excellent,Low,Medium,'Medium Sales'
Bottoms,Diesel,Jumpsuit,Women,M,Yellow,Summer,Cash,Returning,Low,Medium,Moderate,Low,Medium,Medium,Elder,Moderate,Average,Medium,Low,'Medium Sales'
Outerwear,Gucci,'Track Pants',Men,S,Blue,Winter,UPI,New,Medium,High,Moderate,Medium,Medium,Medium,Elder,Moderate,Average,Low,Medium,'Medium Sales'
'Traditional Wear',Wrangler,Jacket,Men,L,Green,Winter,'Net Banking',New,High,Medium,Moderate,Medium,Medium,Low,Teen,Moderate,Excellent,Low,High,'Medium Sales'
Outerwear,Zara,Sweatshirt,Women,S,Red,Summer,Cash,Returning,Medium,Medium,Moderate,'Very Low',Medium,High,Senior,Moderate,Excellent,Low,Medium,'Medium Sales'
Bottoms,H&M,Hoodie,Women,L,White,Winter,'Net Banking',Returning,Medium,Medium,Large,'Very Low',Medium,High,Senior,Moderate,Average,Low,Medium,'Medium Sales'
Tops,Levi’s,'Track Pants',Women,XL,Green,Summer,Cash,Returning,Medium,Medium,Large,'Very Low',High,High,Adult,Moderate,Poor,High,Medium,'Medium Sales'
Bottoms,Gucci,'Track Pants',Men,XXL,Red,All-Season,UPI,New,Medium,High,Large,'Very Low',High,High,Senior,Infrequent,Average,Medium,Low,'Medium Sales'
Outerwear,'Tommy Hilfiger',Tops,Men,XXL,Red,Summer,Cash,Returning,Medium,Medium,Large,High,Medium,Medium,Adult,Moderate,Excellent,Medium,Medium,'Medium Sales'
'Traditional Wear','Ralph Lauren',Tops,Men,XXL,White,Winter,Card,Returning,Medium,Medium,Large,Low,Medium,Low,Teen,Moderate,Poor,Medium,Medium,'Medium Sales'
Bottoms,GAP,Dress,Men,M,Pink,Winter,UPI,Returning,Low,Medium,Small,Low,Medium,Low,Adult,Moderate,Average,Low,Low,'Medium Sales'
Bottoms,H&M,Blazer,Men,M,Green,Summer,'Net Banking',New,Medium,Medium,Small,Medium,High,High,Senior,Moderate,Excellent,Low,Medium,'Medium Sales'
Bottoms,Zara,Dress,Men,XL,Pink,Winter,Card,Returning,Medium,Medium,Small,Low,Medium,High,Adult,Infrequent,Poor,High,Low,'Medium Sales'
Outerwear,Diesel,Shorts,Men,L,Green,Summer,Card,Returning,Medium,Medium,Large,Medium,High,Medium,Senior,Frequent,Average,High,Medium,'Medium Sales'
'Traditional Wear','Tommy Hilfiger','Casual Shirt',Men,S,Green,All-Season,Card,Returning,Medium,Medium,Small,High,Medium,High,Adult,Moderate,Average,Medium,Medium,'Medium Sales'
Tops,Balenciaga,Leggings,Women,XL,Red,All-Season,'Net Banking',New,Medium,Medium,Large,'Very Low',Medium,Medium,Senior,Moderate,Poor,High,Medium,'Medium Sales'
Athleisure,Nike,Dress,Women,L,White,Winter,'Net Banking',Returning,Medium,Medium,Moderate,'Very Low',Medium,Medium,Elder,Moderate,Poor,High,Medium,'Medium Sales'
Bottoms,'Ralph Lauren',Tops,Men,XXL,Purple,Summer,Card,New,Medium,Medium,Moderate,'Very Low',Medium,Low,Senior,Moderate,Average,Medium,Medium,'Medium Sales'
Outerwear,'Forever 21',Jeans,Men,L,Blue,Summer,Cash,New,High,Medium,Large,High,Medium,Medium,Teen,Moderate,Average,Medium,Medium,'Medium Sales'
'Traditional Wear','Forever 21',Dress,Men,XL,Red,All-Season,UPI,Returning,Medium,Medium,Large,'Very Low',Medium,High,Adult,Moderate,Poor,Low,Medium,'Medium Sales'
'Traditional Wear',Balenciaga,Blazer,Women,XL,Green,Summer,'Net Banking',New,Medium,Medium,Small,High,Medium,High,Adult,Moderate,Average,Medium,Medium,'Medium Sales'
Athleisure,Puma,Trousers,Men,M,Orange,Winter,'Net Banking',New,Medium,Medium,Moderate,High,'Very High',High,Adult,Moderate,Excellent,Medium,Medium,'Medium Sales'
Athleisure,Gucci,Jumpsuit,Men,L,Orange,Summer,Cash,New,Medium,Medium,Large,Low,High,Low,Senior,Infrequent,Average,High,Medium,'Medium Sales'
Bottoms,Uniqlo,Jumpsuit,Women,XXL,Green,Winter,'Net Banking',New,Medium,Medium,Small,Medium,High,Medium,Teen,Infrequent,Poor,Medium,Medium,'Medium Sales'
Tops,Levi’s,Blazer,Women,S,Red,All-Season,UPI,Returning,Medium,Medium,Moderate,Low,Medium,High,Adult,Moderate,Poor,Low,Medium,'Medium Sales'
Athleisure,'Louis Vuitton',Hoodie,Women,XXL,Red,Winter,Card,New,Low,Medium,Moderate,'Very Low',High,Medium,Teen,Moderate,Excellent,Low,Medium,'Medium Sales'
Outerwear,Reebok,Tops,Women,L,Yellow,Winter,'Net Banking',New,Medium,Medium,Moderate,High,Medium,High,Elder,Moderate,Excellent,Medium,Medium,'Medium Sales'
Bottoms,Uniqlo,'Formal Shirt',Men,S,Purple,Summer,UPI,Returning,Medium,Medium,Small,High,High,Low,Senior,Moderate,Poor,Low,Medium,'Medium Sales'
'Traditional Wear',Levi’s,Trousers,Women,L,Pink,Winter,Card,Returning,Medium,Medium,Small,'Very Low',Medium,High,Teen,Moderate,Excellent,Low,Medium,'Medium Sales'
Outerwear,'Calvin Klein',Jacket,Women,M,Black,Winter,UPI,Returning,Medium,Medium,Moderate,Low,High,Low,Senior,Moderate,Poor,Medium,Medium,'Medium Sales'
'Traditional Wear',Gucci,Hoodie,Men,S,Blue,Winter,UPI,New,Medium,Medium,Moderate,High,Low,Medium,Adult,Moderate,Average,Low,Medium,'Medium Sales'
'Traditional Wear',GAP,Trousers,Men,S,Orange,Summer,Cash,Returning,Medium,Medium,Small,High,Medium,High,Senior,Moderate,Average,High,Medium,'Medium Sales'
Bottoms,Wrangler,Jacket,Men,XL,Green,Summer,'Net Banking',New,Medium,Medium,Small,'Very Low',High,Medium,Elder,Moderate,Average,Low,Medium,'Medium Sales'
Bottoms,Adidas,Jeans,Women,XL,Purple,Summer,Card,Returning,Medium,Medium,Small,Medium,Medium,Low,Elder,Moderate,Poor,Medium,Medium,'Medium Sales'
